Company Name,Investment Date,Company ID,SIC Code,NAIC Code ,Round Number,Equity Amount Disclosed (USD Mil),Valuation at Transaction Date (USD Mil),No. of Funds at Investment Date,Firm Name,Fund Name,Fund Known Equity Invested in Company at Investment Date (USD Mil)
"Monet Mobile Networks, Inc.",06/30/2001,C900915289,-,-,3,30.00,55.00,7,Undisclosed Firm,Undisclosed Fund,-
"Moneybox, Plc.",10/15/2001,C901636093,7389,561499,4,20.57,85.94,3,Apax Partners LLP,APAX UK V,2.57
"Moneybox, Plc.",10/15/2001,C901636093,7389,561499,4,20.57,85.94,3,Sandaire,Sand Aire Private Equity,5.14
"Moneybox, Plc.",10/15/2001,C901636093,7389,561499,4,20.57,85.94,3,Undisclosed Firm,Undisclosed Fund,-
Moneyline Telerate,01/08/2001,C900647533,7375,511210,3,36.00,177.53,7,Accel Partners & Co Inc,Accel Partners - Unspecified Fund,1.40
Moneyline Telerate,01/08/2001,C900647533,7375,511210,3,36.00,177.53,7,Accel Partners & Co Inc,Accel VI L.P.,6.11
Moneyline Telerate,01/08/2001,C900647533,7375,511210,3,36.00,177.53,7,Bank of America Sbic,Bank of America Sbic,5.00
Moneyline Telerate,01/08/2001,C900647533,7375,511210,3,36.00,177.53,7,Windspeed Ventures,Comdisco Ventures Fund A LLC,0.50
Moneyline Telerate,01/08/2001,C900647533,7375,511210,3,36.00,177.53,7,Global Crossing Ventures  Inc,Global Crossing Ventures -Unspecified Fund,7.50
Moneyline Telerate,01/08/2001,C900647533,7375,511210,3,36.00,177.53,7,Merrill Lynch Capital Partners Inc,Merrill Lynch Capital Partners - Unspecified Fund,2.50
Moneyline Telerate,01/08/2001,C900647533,7375,511210,3,36.00,177.53,7,Undisclosed Firm,Undisclosed Fund,13.50
"Monolithic Power Systems, Inc.",05/16/2001,C900156627,3674,334413,2,6.85,36.10,3,iD Ventures America LLC,"Acer Technology Ventures - IP Fund One, L.P.",1.00
"Monolithic Power Systems, Inc.",05/16/2001,C900156627,3674,334413,2,6.85,36.10,3,Investar Capital Inc,"InveStar Semiconductor Development Fund (II), Inc.",2.13
"Monolithic Power Systems, Inc.",05/16/2001,C900156627,3674,334413,2,6.85,36.10,3,Undisclosed Firm,Undisclosed Fund,-
"MontaVista Software, Inc.",04/01/2001,C900571042,7372,511210,5,0.30,121.12,2,U.S. Venture Partners,"U.S. Venture Partners VII, L.P.",0.25
"MontaVista Software, Inc.",04/01/2001,C900571042,7372,511210,5,0.30,121.12,2,Undisclosed Firm,Undisclosed Fund,-
"MontaVista Software, Inc.",12/31/2001,C900571042,7372,511210,6,25.00,72.82,3,Alloy Ventures Inc,Alloy Ventures - Unspecified Fund,-
"MontaVista Software, Inc.",12/31/2001,C900571042,7372,511210,6,25.00,72.82,3,RRE Ventures LLC,"RRE Ventures II, L.P.",2.00
"MontaVista Software, Inc.",12/31/2001,C900571042,7372,511210,6,25.00,72.82,3,U.S. Venture Partners,"U.S. Venture Partners VII, L.P.",10.00
"Monterey Design Systems, Inc.",12/20/2001,C900571047,7372,334611,5,18.70,58.78,9,Apax Partners LLP,Apax Partners LLP - Unspecified Fund,4.75
"Monterey Design Systems, Inc.",12/20/2001,C900571047,7372,334611,5,18.70,58.78,9,US Trust Private Equity,Excelsior Venture Partners III LLC,4.75
"Monterey Design Systems, Inc.",12/20/2001,C900571047,7372,334611,5,18.70,58.78,9,INFORMATION TECHNOLOGY VENTURES L P,"Information Technology Ventures II, L.P.",0.62
"Monterey Design Systems, Inc.",12/20/2001,C900571047,7372,334611,5,18.70,58.78,9,Rho Capital Partners Inc,"Rho Capital Partners, Inc. - Unspecified Fund",3.00
"Monterey Design Systems, Inc.",12/20/2001,C900571047,7372,334611,5,18.70,58.78,9,Sevin Rosen Funds,Sevin Rosen Fund V,0.20
"Monterey Design Systems, Inc.",12/20/2001,C900571047,7372,334611,5,18.70,58.78,9,Sevin Rosen Funds,"Sevin Rosen Fund VI, L.P.",1.40
"Monterey Design Systems, Inc.",12/20/2001,C900571047,7372,334611,5,18.70,58.78,9,Sevin Rosen Funds,"Sevin Rosen Fund VIII, L.P.",0.64
"Monterey Design Systems, Inc.",12/20/2001,C900571047,7372,334611,5,18.70,58.78,9,U.S. Venture Partners,"U.S. Venture Partners V, L.P.",1.15
"Monterey Design Systems, Inc.",12/20/2001,C900571047,7372,334611,5,18.70,58.78,9,Undisclosed Firm,Undisclosed Fund,-
"Moonlight Systems, Inc.",05/09/2001,C900958235,7372,511210,2,10.80,20.16,4,Scale Venture Partners,BA Venture Partners,-
"Moonlight Systems, Inc.",05/09/2001,C900958235,7372,511210,2,10.80,20.16,4,Bay Partners,Bay III Entrepreneurs Fund,0.54
"Moonlight Systems, Inc.",05/09/2001,C900958235,7372,511210,2,10.80,20.16,4,Bay Partners,"Bay III, L.P.",4.46
"Moonlight Systems, Inc.",05/09/2001,C900958235,7372,511210,2,10.80,20.16,4,Undisclosed Firm,Undisclosed Fund,-
"More Magic Solutions, Inc.",12/04/2001,C900923220,4899,334611,3,9.00,23.81,6,Battery Ventures LP,Battery Ventures - Unspecified Fund,-
"More Magic Solutions, Inc.",12/04/2001,C900923220,4899,334611,3,9.00,23.81,6,Battery Ventures LP,"Battery Ventures Convergence Fund, L.P.",-
"More Magic Solutions, Inc.",12/04/2001,C900923220,4899,334611,3,9.00,23.81,6,Battery Ventures LP,"Battery Ventures V, L.P.",4.50
"More Magic Solutions, Inc.",12/04/2001,C900923220,4899,334611,3,9.00,23.81,6,DN Capital Global Venture Capital Ii LP,European Digital Infrastructure Fund I,1.00
"More Magic Solutions, Inc.",12/04/2001,C900923220,4899,334611,3,9.00,23.81,6,Liberty Mutual Insurance Co,Liberty Mutual - Unspecified Fund,-
"More Magic Solutions, Inc.",12/04/2001,C900923220,4899,334611,3,9.00,23.81,6,Vision Capital Management,"Vision Capital, L.P.",-
Morphink Corp,07/20/2001,C901182754,-,-,1,3.00,10.00,2,De Woluwe Beheer NV,Euroventures Benelux Seed Fund CV,-
Morphink Corp,07/20/2001,C901182754,-,-,1,3.00,10.00,2,Quantum Fund Ltd,Quantum Fund,-
Morphochem AG,07/19/2001,C903515307,-,325412,4,13.07,119.00,10,Alta Berkeley Venture Partners,"Alta Berkeley VI, C.V.",-
Morphochem AG,07/19/2001,C903515307,-,325412,4,13.07,119.00,10,Alta Partners,"Alta California Partners, L.P.",-
Morphochem AG,07/19/2001,C903515307,-,325412,4,13.07,119.00,10,Portigon AG,Digital Capital Fund,-
Morphochem AG,07/19/2001,C903515307,-,325412,4,13.07,119.00,10,Domain Associates LLC,"Domain Partners III, L.P.",-
Morphochem AG,07/19/2001,C903515307,-,325412,4,13.07,119.00,10,Life Sciences Partners BV,LSP II,7.84
Morphochem AG,07/19/2001,C903515307,-,325412,4,13.07,119.00,10,Merlin Biosciences Ltd,Merlin Biosciences Fund L.P. (Fund II),-
Morphochem AG,07/19/2001,C903515307,-,325412,4,13.07,119.00,10,Nomura International plc,Nomura Technology and Healthcare Fund (AKA: NVP 4),-
Morphochem AG,07/19/2001,C903515307,-,325412,4,13.07,119.00,10,TVM Capital GmbH,TVM IV Gmbh & Co. KG,1.37
Morphochem AG,07/19/2001,C903515307,-,325412,4,13.07,119.00,10,Undisclosed Firm,Undisclosed Fund,-
Morphochem AG,07/19/2001,C903515307,-,325412,4,13.07,119.00,10,Viscardi Ventures GmbH,Viscardi Ventures - Unspecified Fund,-
"Morphotek, Inc.",07/30/2001,C901189618,2836,325414,2,10.00,20.00,7,Flagship Ventures,"Applied Genomic Technology Capital Fund, L.P.",3.50
"Morphotek, Inc.",07/30/2001,C901189618,2836,325414,2,10.00,20.00,7,Burrill & Company,Burrill Biotechnology Capital Fund,3.00
"Morphotek, Inc.",07/30/2001,C901189618,2836,325414,2,10.00,20.00,7,Cb Health Ventures,"CB Healthcare Fund, L.P.",0.93
"Morphotek, Inc.",07/30/2001,C901189618,2836,325414,2,10.00,20.00,7,Cb Health Ventures,CB Healthcare II,0.68
"Morphotek, Inc.",07/30/2001,C901189618,2836,325414,2,10.00,20.00,7,Undisclosed Firm,Undisclosed Fund,-
"Morphotek, Inc.",07/30/2001,C901189618,2836,325414,2,10.00,20.00,7,Undisclosed Firm,Undisclosed Fund,-
"Morphotek, Inc.",07/30/2001,C901189618,2836,325414,2,10.00,20.00,7,Undisclosed Firm,Undisclosed Fund,-
Mortgagebot Holdings LLC,02/09/2001,C901180289,7375,522390,1,4.00,13.40,4,Undisclosed Firm,Undisclosed Fund,2.50
Moser Baer India Ltd,03/06/2001,C000051471,3572,334112,4,0.99,227.33,1,Warburg Pincus LLC,"Warburg Pincus Ventures International, L.P.",0.99
Moser Baer India Ltd,09/19/2001,C000051471,3572,334112,6,2.55,220.90,3,Warburg Pincus LLC,"Warburg Pincus Equity Partners, L.P.",1.27
Moser Baer India Ltd,09/19/2001,C000051471,3572,334112,6,2.55,220.90,3,Warburg Pincus LLC,"Warburg Pincus International Partners, L.P.",1.27
"Motiva, Inc.",08/29/2001,C901088760,-,334611,3,15.00,29.00,7,Artemis Ventures,AV Fund I,-
"Motiva, Inc.",08/29/2001,C901088760,-,334611,3,15.00,29.00,7,GC&H Partners,GC&H Partners,-
"Motiva, Inc.",08/29/2001,C901088760,-,334611,3,15.00,29.00,7,InterWest Partners LLC,"InterWest Partners VIII, L.P.",4.82
"Motiva, Inc.",08/29/2001,C901088760,-,334611,3,15.00,29.00,7,Palomar Ventures,"Palomar Ventures II, LP",-
"Motiva, Inc.",08/29/2001,C901088760,-,334611,3,15.00,29.00,7,Sierra Ventures,"Sierra Ventures VII, L.P.",3.82
"Motiva, Inc.",08/29/2001,C901088760,-,334611,3,15.00,29.00,7,Silicon Valley Bancventures LP,"Silicon Valley BancVentures, L.P.",-
"Motiva, Inc.",08/29/2001,C901088760,-,334611,3,15.00,29.00,7,Staenberg Venture Partners,Staenberg Venture Partners - Unspecified Fund,-
Motivano Inc,09/13/2001,C901373270,7371,541611,2,-,1.95,1,Geocapital Partners LLC,"Geocapital V, L.P.",-
Motley Fool Funds Trust,01/31/2001,C900541959,7375,523920,2,30.00,505.96,4,Foundry Group LLC,"Foundry Group & Mobius Venture Capital, Inc. - UF",-
Motley Fool Funds Trust,01/31/2001,C900541959,7375,523920,2,30.00,505.96,4,Maveron LLC,"Maveron Equity Partners 2000, L.P.",-
Motley Fool Funds Trust,01/31/2001,C900541959,7375,523920,2,30.00,505.96,4,Mayfield Fund,Mayfield X,0.75
Motley Fool Funds Trust,01/31/2001,C900541959,7375,523920,2,30.00,505.96,4,Undisclosed Firm,Undisclosed Fund,-
"Movaz Networks, Inc.",06/06/2001,C900958585,4899,517919,2,62.00,180.00,6,Menlo Ventures,"Menlo Ventures VIII, L.P.",6.60
"Movaz Networks, Inc.",06/06/2001,C900958585,4899,517919,2,62.00,180.00,6,Meritech Capital Partners,"Meritech Capital Partners II, L.P.",4.90
"Movaz Networks, Inc.",06/06/2001,C900958585,4899,517919,2,62.00,180.00,6,Oak Investment Partners,"Oak Investment Partners X, L.P.",19.68
"Movaz Networks, Inc.",06/06/2001,C900958585,4899,517919,2,62.00,180.00,6,Silicon Valley Bancventures LP,SVB Capital - Unspecified Fund,-
"Movaz Networks, Inc.",06/06/2001,C900958585,4899,517919,2,62.00,180.00,6,"Worldview Technology Partners, Inc.","Worldview Technology Partners III, L.P.",7.50
"Movaz Networks, Inc.",06/06/2001,C900958585,4899,517919,2,62.00,180.00,6,"Worldview Technology Partners, Inc.","Worldview Technology Partners IV, L.P.",7.50
Moving Skills Consulting AB,05/11/2001,C901172371,-,-,1,1.75,2.20,2,Turvatiimi Oyj,Menire Oyj,0.52
Moving Skills Consulting AB,05/11/2001,C901172371,-,-,1,1.75,2.20,2,Undisclosed Firm,Undisclosed Fund,-
"Moxi Digital, Inc.",01/15/2001,C901196586,-,334111,2,67.00,270.00,8,Barksdale Group,Barksdale Group Fund,-
"Moxi Digital, Inc.",01/15/2001,C901196586,-,334111,2,67.00,270.00,8,Cisco Systems Inc,"Cisco Systems, Inc. - Unspecified Fund",-
"Moxi Digital, Inc.",01/15/2001,C901196586,-,334111,2,67.00,270.00,8,Macromedia Ventures,Macromedia Ventures,-
"Moxi Digital, Inc.",01/15/2001,C901196586,-,334111,2,67.00,270.00,8,Mayfield Fund,Mayfield XI,-
"Moxi Digital, Inc.",01/15/2001,C901196586,-,334111,2,67.00,270.00,8,Undisclosed Firm,Undisclosed Fund,-
"Moxi Digital, Inc.",01/15/2001,C901196586,-,334111,2,67.00,270.00,8,Undisclosed Firm,Undisclosed Fund,-
"Moxi Digital, Inc.",01/15/2001,C901196586,-,334111,2,67.00,270.00,8,Vulcan Capital Group Llc,Vulcan Capital - Unspecified Fund,-
"Moxi Digital, Inc.",01/15/2001,C901196586,-,334111,2,67.00,270.00,8,Graham Holdings Co,Washington Post Company,-
"Mpex Pharmaceuticals, Inc.",08/24/2001,C902472844,2834,325412,1,1.00,2.00,2,Undisclosed Firm,Undisclosed Fund,-
"Mpex Pharmaceuticals, Inc.",08/24/2001,C902472844,2834,325412,1,1.00,2.00,2,Western States Investment Group,Western States Investment Corporation-Unspecified Fund,0.30
"MQ Associates, Inc.",03/30/2001,C900924171,6719,621999,2,10.00,69.31,4,TA Associates Management LP,"TA Atlantic & Pacific IV, L.P.",3.04
"MQ Associates, Inc.",03/30/2001,C900924171,6719,621999,2,10.00,69.31,4,TA Associates Management LP,TA/Advent VIII,6.67
MRBP Research Ltd,09/01/2001,C901215240,-,-,1,-,0.12,1,Cardiff University,Cardiff Partnership Fund,0.12
"MS2, Inc.",06/25/2001,C900924289,7372,511210,4,20.00,69.20,7,Bowman Capital Management LP,Bowman Capital Crossover Fund (FKA:Spinnaker Crossover Fund),7.60
"MS2, Inc.",06/25/2001,C900924289,7372,511210,4,20.00,69.20,7,Bowman Capital Management LP,Bowman Capital Private Equity Fund II,7.62
"MS2, Inc.",06/25/2001,C900924289,7372,511210,4,20.00,69.20,7,El Dorado Ventures,El Dorado Ventures IV,0.46
"MS2, Inc.",06/25/2001,C900924289,7372,511210,4,20.00,69.20,7,Globespan Capital Partners,Globespan Capital Partners - Unspecified Fund,0.50
"MS2, Inc.",06/25/2001,C900924289,7372,511210,4,20.00,69.20,7,Hummer Winblad Venture Partner,Hummer Winblad Venture Partners - Unspecified Fund,-
"MS2, Inc.",06/25/2001,C900924289,7372,511210,4,20.00,69.20,7,Integral Capital Partners,Integral Capital Partners - Unspecified Fund,-
"MS2, Inc.",06/25/2001,C900924289,7372,511210,4,20.00,69.20,7,"Worldview Technology Partners, Inc.","Worldview Technology Partners IV, L.P.",-
MTW Corporation,07/17/2001,C900431137,7372,334611,2,2.12,48.00,1,Navigation Capital Partners Inc,Mellon Ventures Direct Investment Fund,2.12
Multimedia Interactive Communications,06/20/2001,C901189400,-,-,1,10.60,41.00,2,Partech International,Partech International - Unspecified Fund,0.30
Multimedia Interactive Communications,06/20/2001,C901189400,-,-,1,10.60,41.00,2,Undisclosed Firm,Undisclosed Fund,-
Multiplex Co Inc,05/11/2001,C900449507,3674,334413,3,105.00,700.00,13,Robertson Stephens & Co,"Bayview Investors III, Ltd.",-
Multiplex Co Inc,05/11/2001,C900449507,3674,334413,3,105.00,700.00,13,Cipio Partners GmbH,Corporate Fund,-
Multiplex Co Inc,05/11/2001,C900449507,3674,334413,3,105.00,700.00,13,Credit Suisse Private Equity,"Credit Suisse First Boston Equity Partners, L.P.",3.31
Multiplex Co Inc,05/11/2001,C900449507,3674,334413,3,105.00,700.00,13,Pliant Corp,J.P. Morgan Partners - Unspecified Fund,-
Multiplex Co Inc,05/11/2001,C900449507,3674,334413,3,105.00,700.00,13,Kaufmann Fund Inc,"Kaufmann Fund, The",-
Multiplex Co Inc,05/11/2001,C900449507,3674,334413,3,105.00,700.00,13,Premier Capital Management Corp,Premier Venture Capital Corporation,-
Multiplex Co Inc,05/11/2001,C900449507,3674,334413,3,105.00,700.00,13,Presidio Ventures Inc,"Presidio Ventures, Inc. - Unspecified Fund",-
Multiplex Co Inc,05/11/2001,C900449507,3674,334413,3,105.00,700.00,13,SinoStar Technologies Inc,"Ta Ya Venture Capital Company, Ltd.",-
Multiplex Co Inc,05/11/2001,C900449507,3674,334413,3,105.00,700.00,13,Undisclosed Firm,Undisclosed Fund,-
Multiplex Co Inc,05/11/2001,C900449507,3674,334413,3,105.00,700.00,13,Walden International,Walden International - Unspecified Fund,-
Multiplex Co Inc,05/11/2001,C900449507,3674,334413,3,105.00,700.00,13,Wheatley Partners,Wheatley Partners - Unspecified Fund,-
Multiplex Co Inc,05/11/2001,C900449507,3674,334413,3,105.00,700.00,13,Soundview Technology Corp,"Wit VC Fund I, L.P.",-
Multiplex Co Inc,05/11/2001,C900449507,3674,334413,3,105.00,700.00,13,Zero Gravity Internet Group  Unspecified Fund,Zero Gravity Internet Group -Unspecified Fund,-
MunicipalTrade,06/14/2001,C900147766,6211,523110,3,2.50,9.00,6,Benchmark Capital Management Gesellschaft MBH In Liqu,Benchmark Capital - Unspecified Fund,0.25
MunicipalTrade,06/14/2001,C900147766,6211,523110,3,2.50,9.00,6,"Harbor Payments, Inc.",CyberStarts,2.00
MunicipalTrade,06/14/2001,C900147766,6211,523110,3,2.50,9.00,6,Undisclosed Firm,Undisclosed Fund,0.08
MunicipalTrade,06/14/2001,C900147766,6211,523110,3,2.50,9.00,6,Undisclosed Firm,Undisclosed Fund,0.05
MunicipalTrade,06/14/2001,C900147766,6211,523110,3,2.50,9.00,6,Undisclosed Firm,Undisclosed Fund,0.03
MunicipalTrade,06/14/2001,C900147766,6211,523110,3,2.50,9.00,6,Undisclosed Firm,Undisclosed Fund,0.10
Murdock Carrousel,07/01/2001,C902935504,-,-,1,4.27,10.93,3,Trust Company of the West,TCW Special Credits IV,3.50
Murdock Carrousel,07/01/2001,C902935504,-,-,1,4.27,10.93,3,Trust Company of the West,TCW Special Credits Plus Fund,0.77
Murdock Carrousel,07/01/2001,C902935504,-,-,1,4.27,10.93,3,Undisclosed Firm,Undisclosed Fund,-
"Music and Recording Superstores, Inc.",10/01/2001,C902931477,-,-,6,5.00,213.07,1,Cornerstone Equity Investors LLC,"Cornerstone Equity Investors IV, L.P.",5.00
"MusicMatch, Inc.",05/22/2001,C900577318,7372,334611,3,5.10,80.00,2,Redpoint Ventures,"Redpoint Ventures I, L.P.",4.18
"MusicMatch, Inc.",05/22/2001,C900577318,7372,334611,3,5.10,80.00,2,Undisclosed Firm,Undisclosed Fund,-
"MusicNow, Inc.",08/01/2001,C901391041,2731,512230,3,3.00,35.39,4,Kettle Partners,Kettle Partners II L.P.,0.60
"MusicNow, Inc.",08/01/2001,C901391041,2731,512230,3,3.00,35.39,4,"New Enterprise Associates, Inc.","New Enterprise Associates 9, L.P.",1.08
"MusicNow, Inc.",08/01/2001,C901391041,2731,512230,3,3.00,35.39,4,Undisclosed Firm,Undisclosed Fund,-
"MusicNow, Inc.",08/01/2001,C901391041,2731,512230,3,3.00,35.39,4,Venture Strategy Partners LP,Venture Strategy Partners II,1.15
"myCFO, Inc.",03/19/2001,C900544065,6282,523920,4,45.00,295.00,7,Amerindo Investment Advisors Inc,"Amerindo Investment Advisors, Inc.- Unspecified Fund",-
"myCFO, Inc.",03/19/2001,C900544065,6282,523920,4,45.00,295.00,7,Barksdale Group,"Barksdale Group, The - Unspecified Fund",-
"myCFO, Inc.",03/19/2001,C900544065,6282,523920,4,45.00,295.00,7,Kleiner Perkins Caufield & Byers LLC,Kleiner Perkins Caufield & Byers - Unspecified Fund,-
"myCFO, Inc.",03/19/2001,C900544065,6282,523920,4,45.00,295.00,7,Northern Investment Corp,Northern Capital Corp./Northern Investme - Unspecified Fund,-
"myCFO, Inc.",03/19/2001,C900544065,6282,523920,4,45.00,295.00,7,Presidio Ventures Inc,"Presidio Ventures, Inc. - Unspecified Fund",-
"myCFO, Inc.",03/19/2001,C900544065,6282,523920,4,45.00,295.00,7,RSA Capital LLC,RSA Capital -Unspecified Fund,5.00
"myCFO, Inc.",03/19/2001,C900544065,6282,523920,4,45.00,295.00,7,Undisclosed Firm,Undisclosed Fund,-
MyCounsel.com,02/13/2001,C901163061,-,-,1,3.00,12.00,1,Undisclosed Firm,Undisclosed Fund,3.00
"MyH1B, Inc.",12/31/2001,C901185129,-,-,1,-,0.50,1,Intelliun Corp,Intelliun Corporation Venture Fund,0.20
"MyHealthBank, Inc.",12/07/2001,C900959094,7372,511210,2,4.50,13.90,2,FBR CoMotion Venture Capital LP,"FBR CoMotion Venture Capital I, L.P.",-
"MyHealthBank, Inc.",12/07/2001,C900959094,7372,511210,2,4.50,13.90,2,SmartForest Ventures,SmartForest Ventures I,0.75
"Myocor, Inc.",03/09/2001,C900146565,3841,339112,4,18.75,55.05,5,Affinity Capital Management Co,"Affinity Ventures III, L.P.",2.50
"Myocor, Inc.",03/09/2001,C900146565,3841,339112,4,18.75,55.05,5,Alta Partners,Alta Partners - Unspecified Fund,5.00
"Myocor, Inc.",03/09/2001,C900146565,3841,339112,4,18.75,55.05,5,Coral Ventures Inc,"Coral Partners V, L.P.",0.99
"Myocor, Inc.",03/09/2001,C900146565,3841,339112,4,18.75,55.05,5,Redpoint Ventures,"IVP Broadband Fund, L.P.",-
"Myocor, Inc.",03/09/2001,C900146565,3841,339112,4,18.75,55.05,5,St Paul Venture Capital Inc,St. Paul Venture Capital VI,6.50
"MystiCom, Ltd.",10/10/2001,C900146616,3674,334413,5,28.00,110.00,10,AAC CAPITAL PARTNERS,ABN AMRO Capital 2001,-
"MystiCom, Ltd.",10/10/2001,C900146616,3674,334413,5,28.00,110.00,10,Cisco Systems Inc,"Cisco Systems, Inc. - Unspecified Fund",-
"MystiCom, Ltd.",10/10/2001,C900146616,3674,334413,5,28.00,110.00,10,Tamir Fishman Venture Capital II Ltd,"Eucalyptus Ventures, L.P.",-
"MystiCom, Ltd.",10/10/2001,C900146616,3674,334413,5,28.00,110.00,10,Giza Venture Capital,"Giza GE Venture Fund III, L.P.",-
"MystiCom, Ltd.",10/10/2001,C900146616,3674,334413,5,28.00,110.00,10,JPMorgan Chase & Co,J.P. Morgan Chase & Co. - Unspecified Fund,-
"MystiCom, Ltd.",10/10/2001,C900146616,3674,334413,5,28.00,110.00,10,Koor Venture Capital GP,Koor CVC Fund,-
"MystiCom, Ltd.",10/10/2001,C900146616,3674,334413,5,28.00,110.00,10,Newbury Ventures,"Newbury Ventures III, LP",-
"MystiCom, Ltd.",10/10/2001,C900146616,3674,334413,5,28.00,110.00,10,Philips Venture Capital Fund BV,Philips Venture Capital Fund BV,-
"MystiCom, Ltd.",10/10/2001,C900146616,3674,334413,5,28.00,110.00,10,TI Ventures,"Texas Instruments, Inc.",-
"MystiCom, Ltd.",10/10/2001,C900146616,3674,334413,5,28.00,110.00,10,Trilantic Capital Management LP,Trilantic Capital Partners - Unspecified Fund,-
"NanoMuscle, Inc.",01/31/2001,C901185547,-,-,2,4.20,16.20,4,Band of Angels Venture Fund LP,Band of Angels - Unspecified Fund,-
"NanoMuscle, Inc.",01/31/2001,C901185547,-,-,2,4.20,16.20,4,Ideo Ventures,IDEO LLC - Unspecified Fund,-
"NanoMuscle, Inc.",01/31/2001,C901185547,-,-,2,4.20,16.20,4,Silicom Ventures LLC,Silicom Ventures LLC - Unspecified Fund,-
"NanoMuscle, Inc.",01/31/2001,C901185547,-,-,2,4.20,16.20,4,Undisclosed Firm,Undisclosed Fund,-
Nanonexus Inc,03/21/2001,C901373332,3699,335999,2,11.20,20.20,3,Idanta Partners Ltd,Idanta Partners,4.00
Nanonexus Inc,03/21/2001,C901373332,3699,335999,2,11.20,20.20,3,KT Venture Group LLC,KT Venture Group,1.00
Nanonexus Inc,03/21/2001,C901373332,3699,335999,2,11.20,20.20,3,Undisclosed Firm,Undisclosed Fund,-
NanoOpto Corporation,02/27/2001,C901172427,3674,334413,1,12.00,39.00,4,Bessemer Venture Partners,Bessemer Venture Partners - Unspecified Fund,5.40
NanoOpto Corporation,02/27/2001,C901172427,3674,334413,1,12.00,39.00,4,Morgenthaler Ventures,"Morgenthaler Partners VI, L.P.",5.40
NanoOpto Corporation,02/27/2001,C901172427,3674,334413,1,12.00,39.00,4,"New Enterprise Associates, Inc.","New Enterprise Associates 10, L.P.",0.60
NanoOpto Corporation,02/27/2001,C901172427,3674,334413,1,12.00,39.00,4,Undisclosed Firm,Undisclosed Fund,-
NanoOpto Corporation,10/11/2001,C901172427,3674,334413,2,4.11,39.00,4,Bessemer Venture Partners,Bessemer Venture Partners - Unspecified Fund,1.00
NanoOpto Corporation,10/11/2001,C901172427,3674,334413,2,4.11,39.00,4,US Trust Private Equity,Excelsior Venture Partners III LLC,2.00
NanoOpto Corporation,10/11/2001,C901172427,3674,334413,2,4.11,39.00,4,Morgenthaler Ventures,"Morgenthaler Partners VI, L.P.",1.00
NanoOpto Corporation,10/11/2001,C901172427,3674,334413,2,4.11,39.00,4,"New Enterprise Associates, Inc.","New Enterprise Associates 10, L.P.",0.11
Nanosys Inc,10/29/2001,C901182614,3674,334413,1,1.70,2.42,7,Arch Venture Partners,"ARCH Venture Fund V, LP",0.38
Nanosys Inc,10/29/2001,C901182614,3674,334413,1,1.70,2.42,7,Cw Group Inc,CW Group - Unspecified Fund,-
Nanosys Inc,10/29/2001,C901182614,3674,334413,1,1.70,2.42,7,Polaris Venture Partners,"Polaris Venture Partners, L.P.",0.38
Nanosys Inc,10/29/2001,C901182614,3674,334413,1,1.70,2.42,7,Undisclosed Firm,Undisclosed Fund,-
Nanosys Inc,10/29/2001,C901182614,3674,334413,1,1.70,2.42,7,Venrock Inc,Venrock Associates,0.07
Nanosys Inc,10/29/2001,C901182614,3674,334413,1,1.70,2.42,7,Venrock Inc,"Venrock Associates III, L.P.",0.30
Nanosys Inc,10/29/2001,C901182614,3674,334413,1,1.70,2.42,7,Venrock Inc,"Venrock Entrepreneurs Fund III, L.P.",0.08
Nantero Inc,08/14/2001,C901369038,3674,334413,1,6.00,11.67,4,Draper Fisher Jurvetson,"Draper Fisher Jurvetson Fund VII, LP",3.36
Nantero Inc,08/14/2001,C901369038,3674,334413,1,6.00,11.67,4,Harris and Harris Group Inc,Harris & Harris Group - Unspecified Fund,0.49
Nantero Inc,08/14/2001,C901369038,3674,334413,1,6.00,11.67,4,Stata Venture Partners,Stata Venture Partners - Unspecified Fund,-
Nantero Inc,08/14/2001,C901369038,3674,334413,1,6.00,11.67,4,Undisclosed Firm,Undisclosed Fund,-
Napastyle Inc,04/17/2001,C901194587,7375,517110,1,6.00,20.00,1,Staenberg Venture Partners,Staenberg Venture Partners - Unspecified Fund,-
"Nation Tax Online, Inc",08/22/2001,C900915239,-,-,4,2.25,42.00,4,Cordova Ventures,Cordova Ventures - Unspecified Fund,0.14
"Nation Tax Online, Inc",08/22/2001,C900915239,-,-,4,2.25,42.00,4,Grotech Ventures,"Grotech Partners V, L.P.",0.81
"Nation Tax Online, Inc",08/22/2001,C900915239,-,-,4,2.25,42.00,4,LiveOak Equity Partners LP,LiveOak Equity Partners,-
"Nation Tax Online, Inc",08/22/2001,C900915239,-,-,4,2.25,42.00,4,Southeastern Technology Fund,"Southeastern Technology Fund II, L.P.",-
National Credit Group Inc,10/18/2001,C901373352,-,-,1,2.00,8.50,1,B2B HIVE L L C,Beehive Ventures - Unspecified Fund,-
"Nationwide Distribution, LLC",08/15/2001,C901215580,-,-,1,-,4.00,1,Monument Advisors Inc,"Monument Capital Partners 2, L.P.",2.00
Natural HealthLink,08/07/2001,C903395318,8099,621999,3,-,25.00,2,Burrill & Company,"Burrill Nutraceutical Capital Fund, L.P.",-
Natural HealthLink,08/07/2001,C903395318,8099,621999,3,-,25.00,2,Lumira Capital Corp.,MDS Life Science Technology Fund,-
