"","investment.date","company.id","firm.name","round.number","amount","valuation","equity.invested","equity","cum.inv.by.firm","max.cum.inv.by.firm","max.cum.inv.cum","lead.vc","lead.firm","lead.firm.1","lead.firm.2","lead.firm.3","lead.firm.4","lead.firm.5","lead.firm.6","lead.firm.7","lead.firm.8","lead.firm.9","lead.firm.10"
"554",1995-09-18,"Company F","Fund 3",6,8,25,28,291,73,143,143,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",1995-09-18,"Company F","Fund 4",6,8,30,33,291,97,143,143,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",1995-09-18,"Company F","Fund 5",6,8,29,26,291,85,143,143,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",1995-09-18,"Company F","Fund 6",6,2,22,33,291,105,143,143,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"558",1995-09-18,"Company F","Fund 7",6,5,28,47,291,143,143,143,TRUE,"Fund 7","Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",1995-09-18,"Company F","Fund 8",6,1,39,33,291,101,143,143,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",1995-09-18,"Company F","Fund 9",6,1,25,26,291,82,143,143,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",1995-10-08,"Company F","Fund 1",7,6,21,21,339,88,195,195,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",1995-10-08,"Company F","Fund 10",7,6,31,21,339,56,195,195,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",1995-10-08,"Company F","Fund 2",7,4,26,38,339,129,195,195,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"564",1995-10-08,"Company F","Fund 3",7,1,29,36,339,109,195,195,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"565",1995-10-08,"Company F","Fund 4",7,1,31,41,339,138,195,195,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",1995-10-08,"Company F","Fund 5",7,10,30,34,339,119,195,195,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",1995-10-08,"Company F","Fund 6",7,8,40,35,339,140,195,195,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",1995-10-08,"Company F","Fund 7",7,10,33,52,339,195,195,195,TRUE,"Fund 7","Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",1995-10-08,"Company F","Fund 8",7,8,35,34,339,135,195,195,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",1995-10-08,"Company F","Fund 9",7,3,32,27,339,109,195,195,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",1995-10-14,"Company F","Fund 1",8,2,40,27,396,115,257,257,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",1995-10-14,"Company F","Fund 10",8,3,21,27,396,83,257,257,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",1995-10-14,"Company F","Fund 2",8,2,30,42,396,171,257,257,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",1995-10-14,"Company F","Fund 3",8,3,26,37,396,146,257,257,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",1995-10-14,"Company F","Fund 4",8,2,35,42,396,180,257,257,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",1995-10-14,"Company F","Fund 5",8,9,32,44,396,163,257,257,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",1995-10-14,"Company F","Fund 6",8,7,39,43,396,183,257,257,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",1995-10-14,"Company F","Fund 7",8,4,38,62,396,257,257,257,TRUE,"Fund 7","Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",1995-10-14,"Company F","Fund 8",8,7,22,42,396,177,257,257,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",1995-10-14,"Company F","Fund 9",8,7,23,30,396,139,257,257,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",1995-11-03,"Company F","Fund 1",9,3,36,29,442,144,323,323,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",1995-11-03,"Company F","Fund 10",9,10,22,30,442,113,323,323,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",1995-11-03,"Company F","Fund 2",9,8,34,44,442,215,323,323,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",1995-11-03,"Company F","Fund 3",9,1,34,40,442,186,323,323,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",1995-11-03,"Company F","Fund 4",9,10,22,44,442,224,323,323,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",1995-11-03,"Company F","Fund 5",9,5,29,53,442,216,323,323,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",1995-11-03,"Company F","Fund 6",9,9,37,50,442,233,323,323,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",1995-11-03,"Company F","Fund 7",9,3,25,66,442,323,323,323,TRUE,"Fund 7","Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",1995-11-03,"Company F","Fund 8",9,6,26,49,442,226,323,323,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"590",1995-11-03,"Company F","Fund 9",9,3,35,37,442,176,323,323,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"591",1995-11-14,"Company F","Fund 1",10,6,37,32,500,176,392,392,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"592",1995-11-14,"Company F","Fund 10",10,9,37,40,500,153,392,392,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"593",1995-11-14,"Company F","Fund 2",10,5,29,52,500,267,392,392,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"594",1995-11-14,"Company F","Fund 3",10,5,29,41,500,227,392,392,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"595",1995-11-14,"Company F","Fund 4",10,9,30,54,500,278,392,392,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"596",1995-11-14,"Company F","Fund 5",10,10,23,58,500,274,392,392,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"597",1995-11-14,"Company F","Fund 6",10,7,27,59,500,292,392,392,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"598",1995-11-14,"Company F","Fund 7",10,9,40,69,500,392,392,392,TRUE,"Fund 7","Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"599",1995-11-14,"Company F","Fund 8",10,2,25,55,500,281,392,392,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"600",1995-11-14,"Company F","Fund 9",10,8,28,40,500,216,392,392,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"601",1995-11-23,"Company G","Fund 1",1,2,33,1,10,1,1,1,TRUE,"Fund 1","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"602",1995-11-23,"Company G","Fund 10",1,8,21,1,10,1,1,1,TRUE,"Fund 10","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"603",1995-11-23,"Company G","Fund 2",1,1,26,1,10,1,1,1,TRUE,"Fund 2","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"604",1995-11-23,"Company G","Fund 3",1,8,31,1,10,1,1,1,TRUE,"Fund 3","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"605",1995-11-23,"Company G","Fund 4",1,9,30,1,10,1,1,1,TRUE,"Fund 4","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"606",1995-11-23,"Company G","Fund 5",1,2,33,1,10,1,1,1,TRUE,"Fund 5","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"607",1995-11-23,"Company G","Fund 6",1,10,40,1,10,1,1,1,TRUE,"Fund 6","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"608",1995-11-23,"Company G","Fund 7",1,4,26,1,10,1,1,1,TRUE,"Fund 7","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"609",1995-11-23,"Company G","Fund 8",1,3,33,1,10,1,1,1,TRUE,"Fund 8","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"610",1995-11-23,"Company G","Fund 9",1,9,31,1,10,1,1,1,TRUE,"Fund 9","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"611",1995-12-30,"Company G","Fund 1",2,7,36,2,56,3,11,11,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"612",1995-12-30,"Company G","Fund 10",2,1,22,8,56,9,11,11,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"613",1995-12-30,"Company G","Fund 2",2,9,31,1,56,2,11,11,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"614",1995-12-30,"Company G","Fund 3",2,8,29,8,56,9,11,11,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"615",1995-12-30,"Company G","Fund 4",2,6,29,9,56,10,11,11,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"616",1995-12-30,"Company G","Fund 5",2,1,40,2,56,3,11,11,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"617",1995-12-30,"Company G","Fund 6",2,10,26,10,56,11,11,11,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"618",1995-12-30,"Company G","Fund 7",2,3,22,4,56,5,11,11,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"619",1995-12-30,"Company G","Fund 8",2,1,23,3,56,4,11,11,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"620",1995-12-30,"Company G","Fund 9",2,1,21,9,56,10,11,11,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"621",1996-02-23,"Company G","Fund 1",3,2,36,9,103,12,31,31,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"622",1996-02-23,"Company G","Fund 10",3,7,37,9,103,18,31,31,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"623",1996-02-23,"Company G","Fund 2",3,2,33,10,103,12,31,31,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"624",1996-02-23,"Company G","Fund 3",3,3,21,16,103,25,31,31,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"625",1996-02-23,"Company G","Fund 4",3,6,22,15,103,25,31,31,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"626",1996-02-23,"Company G","Fund 5",3,5,36,3,103,6,31,31,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"627",1996-02-23,"Company G","Fund 6",3,9,31,20,103,31,31,31,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"628",1996-02-23,"Company G","Fund 7",3,1,26,7,103,12,31,31,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"629",1996-02-23,"Company G","Fund 8",3,6,37,4,103,8,31,31,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"630",1996-02-23,"Company G","Fund 9",3,2,35,10,103,20,31,31,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"631",1996-03-23,"Company G","Fund 1",4,7,28,11,146,23,60,60,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"632",1996-03-23,"Company G","Fund 10",4,8,35,16,146,34,60,60,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",1996-03-23,"Company G","Fund 2",4,3,39,12,146,24,60,60,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"634",1996-03-23,"Company G","Fund 3",4,3,32,19,146,44,60,60,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"635",1996-03-23,"Company G","Fund 4",4,2,37,21,146,46,60,60,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"636",1996-03-23,"Company G","Fund 5",4,2,21,8,146,14,60,60,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"637",1996-03-23,"Company G","Fund 6",4,2,38,29,146,60,60,60,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",1996-03-23,"Company G","Fund 7",4,1,40,8,146,20,60,60,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"639",1996-03-23,"Company G","Fund 8",4,1,35,10,146,18,60,60,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"640",1996-03-23,"Company G","Fund 9",4,7,21,12,146,32,60,60,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"641",1996-03-28,"Company G","Fund 1",5,3,35,18,182,41,91,91,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"642",1996-03-28,"Company G","Fund 10",5,10,35,24,182,58,91,91,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"643",1996-03-28,"Company G","Fund 2",5,8,24,15,182,39,91,91,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"644",1996-03-28,"Company G","Fund 3",5,3,35,22,182,66,91,91,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"645",1996-03-28,"Company G","Fund 4",5,7,30,23,182,69,91,91,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"646",1996-03-28,"Company G","Fund 5",5,1,32,10,182,24,91,91,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"647",1996-03-28,"Company G","Fund 6",5,4,26,31,182,91,91,91,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"648",1996-03-28,"Company G","Fund 7",5,1,32,9,182,29,91,91,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"649",1996-03-28,"Company G","Fund 8",5,6,31,11,182,29,91,91,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",1996-03-28,"Company G","Fund 9",5,6,33,19,182,51,91,91,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",1996-06-04,"Company G","Fund 1",6,3,36,21,231,62,126,126,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",1996-06-04,"Company G","Fund 10",6,10,36,34,231,92,126,126,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"653",1996-06-04,"Company G","Fund 2",6,1,24,23,231,62,126,126,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"654",1996-06-04,"Company G","Fund 3",6,3,29,25,231,91,126,126,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"655",1996-06-04,"Company G","Fund 4",6,5,24,30,231,99,126,126,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"656",1996-06-04,"Company G","Fund 5",6,8,28,11,231,35,126,126,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"657",1996-06-04,"Company G","Fund 6",6,1,24,35,231,126,126,126,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"658",1996-06-04,"Company G","Fund 7",6,1,34,10,231,39,126,126,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"659",1996-06-04,"Company G","Fund 8",6,10,38,17,231,46,126,126,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"660",1996-06-04,"Company G","Fund 9",6,3,32,25,231,76,126,126,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"661",1996-07-03,"Company G","Fund 1",7,10,29,24,276,86,162,162,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"662",1996-07-03,"Company G","Fund 10",7,3,22,44,276,136,162,162,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"663",1996-07-03,"Company G","Fund 2",7,7,27,24,276,86,162,162,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"664",1996-07-03,"Company G","Fund 3",7,5,31,28,276,119,162,162,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"665",1996-07-03,"Company G","Fund 4",7,1,40,35,276,134,162,162,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"666",1996-07-03,"Company G","Fund 5",7,6,24,19,276,54,162,162,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"667",1996-07-03,"Company G","Fund 6",7,7,26,36,276,162,162,162,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"668",1996-07-03,"Company G","Fund 7",7,10,34,11,276,50,162,162,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"669",1996-07-03,"Company G","Fund 8",7,5,24,27,276,73,162,162,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"670",1996-07-03,"Company G","Fund 9",7,3,33,28,276,104,162,162,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"671",1996-09-19,"Company G","Fund 1",8,4,24,34,333,120,205,205,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"672",1996-09-19,"Company G","Fund 10",8,3,32,47,333,183,205,205,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"673",1996-09-19,"Company G","Fund 2",8,7,32,31,333,117,205,205,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",1996-09-19,"Company G","Fund 3",8,1,22,33,333,152,205,205,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"675",1996-09-19,"Company G","Fund 4",8,4,27,36,333,170,205,205,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"676",1996-09-19,"Company G","Fund 5",8,3,22,25,333,79,205,205,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"677",1996-09-19,"Company G","Fund 6",8,9,35,43,333,205,205,205,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"678",1996-09-19,"Company G","Fund 7",8,2,35,21,333,71,205,205,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"679",1996-09-19,"Company G","Fund 8",8,7,35,32,333,105,205,205,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",1996-09-19,"Company G","Fund 9",8,4,22,31,333,135,205,205,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",1996-10-03,"Company G","Fund 1",9,6,27,38,377,158,257,257,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"682",1996-10-03,"Company G","Fund 10",9,9,32,50,377,233,257,257,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"683",1996-10-03,"Company G","Fund 2",9,3,35,38,377,155,257,257,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"684",1996-10-03,"Company G","Fund 3",9,4,35,34,377,186,257,257,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"685",1996-10-03,"Company G","Fund 4",9,9,38,40,377,210,257,257,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"686",1996-10-03,"Company G","Fund 5",9,5,38,28,377,107,257,257,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"687",1996-10-03,"Company G","Fund 6",9,3,31,52,377,257,257,257,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"688",1996-10-03,"Company G","Fund 7",9,6,34,23,377,94,257,257,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"689",1996-10-03,"Company G","Fund 8",9,3,40,39,377,144,257,257,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"690",1996-10-03,"Company G","Fund 9",9,3,30,35,377,170,257,257,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"691",1996-10-05,"Company G","Fund 1",10,9,24,44,428,202,312,312,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"692",1996-10-05,"Company G","Fund 10",10,6,29,59,428,292,312,312,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"693",1996-10-05,"Company G","Fund 2",10,9,21,41,428,196,312,312,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"694",1996-10-05,"Company G","Fund 3",10,4,29,38,428,224,312,312,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"695",1996-10-05,"Company G","Fund 4",10,5,35,49,428,259,312,312,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"696",1996-10-05,"Company G","Fund 5",10,4,31,33,428,140,312,312,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"697",1996-10-05,"Company G","Fund 6",10,6,24,55,428,312,312,312,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"698",1996-10-05,"Company G","Fund 7",10,10,22,29,428,123,312,312,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"699",1996-10-05,"Company G","Fund 8",10,3,31,42,428,186,312,312,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"700",1996-10-05,"Company G","Fund 9",10,6,23,38,428,208,312,312,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"701",1996-10-15,"Company H","Fund 1",1,2,37,1,10,1,1,1,TRUE,"Fund 1","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"702",1996-10-15,"Company H","Fund 10",1,3,29,1,10,1,1,1,TRUE,"Fund 10","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"703",1996-10-15,"Company H","Fund 2",1,8,21,1,10,1,1,1,TRUE,"Fund 2","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"704",1996-10-15,"Company H","Fund 3",1,5,36,1,10,1,1,1,TRUE,"Fund 3","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"705",1996-10-15,"Company H","Fund 4",1,4,38,1,10,1,1,1,TRUE,"Fund 4","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"706",1996-10-15,"Company H","Fund 5",1,5,32,1,10,1,1,1,TRUE,"Fund 5","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"707",1996-10-15,"Company H","Fund 6",1,6,27,1,10,1,1,1,TRUE,"Fund 6","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"708",1996-10-15,"Company H","Fund 7",1,9,27,1,10,1,1,1,TRUE,"Fund 7","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"709",1996-10-15,"Company H","Fund 8",1,10,25,1,10,1,1,1,TRUE,"Fund 8","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"710",1996-10-15,"Company H","Fund 9",1,5,39,1,10,1,1,1,TRUE,"Fund 9","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"711",1996-11-20,"Company H","Fund 1",2,3,27,2,57,3,11,11,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"712",1996-11-20,"Company H","Fund 10",2,10,25,3,57,4,11,11,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"713",1996-11-20,"Company H","Fund 2",2,8,35,8,57,9,11,11,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"714",1996-11-20,"Company H","Fund 3",2,10,30,5,57,6,11,11,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"715",1996-11-20,"Company H","Fund 4",2,1,23,4,57,5,11,11,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"716",1996-11-20,"Company H","Fund 5",2,1,27,5,57,6,11,11,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"717",1996-11-20,"Company H","Fund 6",2,10,27,6,57,7,11,11,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"718",1996-11-20,"Company H","Fund 7",2,4,34,9,57,10,11,11,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"719",1996-11-20,"Company H","Fund 8",2,6,32,10,57,11,11,11,TRUE,"Fund 8","Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
